imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, odom_x, odom_y, stamp, 
-0.04701039055012619, 0.03395558047704256, -0.009402078110025238, -7.826394119898249e-15, 5.14720796443255e-07, -1.5205125135760985e-08, 5.779485829357785e-05, -9.899687135422645e-07, 5.779485829357785e-05, -9.899687135422645e-07, 9978000000, 
-0.06007672977941432, 0.019650288200517237, -0.02512755334357409, 8.383780697557892e-12, -0.00030417539693391044, -2.756232352144994e-08, 5.946291833433225e-05, -9.89967384445249e-07, 5.782265535100447e-05, -9.90027668861138e-07, 10005000000, 
-0.03155670057914717, 0.04583195129158366, -0.027424167467974037, 5.273019138786812e-09, -0.001045757218342927, -5.042297625391739e-06, 6.3993867664317e-05, -9.899632676474755e-07, 5.784738535600119e-05, -9.900041102990451e-07, 10055000000, 
-0.05286005881688609, 0.0021358487324060873, -0.036988349384576555, 1.0291590725357391e-08, -0.002567649530378183, -4.008175805769554e-06, 7.532337042301893e-05, -9.899525540854083e-07, 5.790500546574356e-05, -9.899043673510108e-07, 10145000000, 
-0.04775056253771877, 0.024235790616462825, -0.04110165847733394, 6.25914877074744e-08, -0.0023615340883494764, -2.6504587850866403e-05, 8.988102528438066e-05, -9.898168889698477e-07, 5.791914005385626e-05, -9.899628615121704e-07, 10175000000, 
-0.06710087099865934, -0.022634475183589187, -0.05111249906170644, -1.720314819191089e-08, -0.0037830738436101024, 4.5473995230011985e-06, 0.00010322211207344844, -9.89960155614711e-07, 5.791107180107794e-05, -9.899495166116398e-07, 10253000000, 
5.844786270681079, -0.023851496510147584, 2.2450660509516784, 1.9968251986098525e-06, 0.052656823425112784, 3.7921489917630286e-05, -0.0027005391544769526, -9.915416094993003e-07, 5.7898214450201324e-05, -9.899767804041437e-07, 10280000000, 
-0.2617765643414394, 0.024153185482020004, 1.2671062569790794, 1.4682808561578134e-05, 0.028303416696888725, 0.0005187645265171167, -0.002580348896032286, -9.886271726146542e-07, 5.7867068764668595e-05, -9.89906810317426e-07, 10285000000, 
-0.06916845106681617, -0.03616287032829573, 0.7456379287718178, 0.0005675042508018852, 0.03546457989224545, 0.016002001222802403, -0.0019801499481043746, -8.247939830450117e-07, 0.0013395823044740878, -6.929449579368969e-07, 10295000000, 
-0.0368131988875147, 0.00934497643073813, 0.4402877009847785, 0.0015380599257869899, 0.05032443699328243, 0.03056288391248765, -0.0013646997325633286, -5.661938708888251e-07, 0.0037748533226899606, 2.7572602877503203e-06, 10300000000, 
0.7363420930887298, 0.012909240918049004, 0.5559709670502205, 0.008439255121051332, 0.08561154209760273, 0.09857613721558749, 0.00183173497412777, 5.761295323498776e-06, 0.006950516316478398, 1.554406307777456e-05, 10359000000, 
-0.07599135208356492, 0.06293602823174929, 0.3093811603170512, 0.019713500747657216, 0.0955249910908578, 0.2063700872676019, 0.003900124732341976, 2.604733009955972e-05, 0.010329268744960278, 5.2462328789064713e-05, 10380000000, 
-0.04334960797702858, 0.027069482287459055, 0.17169940262877675, 0.024151437658589212, 0.09928960723873864, 0.24324235265144983, 0.006034712487810372, 5.673309588046238e-05, 0.013704408253232856, 0.00012913935494164878, 10402000000, 
-0.040509572448691265, 0.05856012038360496, 0.08888900364320168, 0.025027552663665933, 0.10572409321169698, 0.23672515794060234, 0.01105224851097345, 0.00014956787966538936, 0.017085330682650952, 0.00024076260983384696, 10452000000, 
-0.06651970304961485, 0.036739221061990256, 0.02818710873757533, 0.026603852533355836, 0.10457723388911792, 0.2543943030809517, 0.014528383514059074, 0.0002610376290818469, 0.020465945098087954, 0.00037997880319323414, 10486000000, 
-0.06687953998056882, 0.05436290043601099, -0.008911422303992646, 0.02895829258803013, 0.10462313309774561, 0.2767867079738039, 0.01684000283294028, 0.0003571270333821045, 0.02384190371979858, 0.0005506856011941602, 10508000000, 
-0.041165995415431964, 0.0021313738989575844, -0.02160498821139762, 0.02703214100590977, 0.09934769185667243, 0.2720963164892514, 0.02140964035812541, 0.0005701319404910109, 0.027217094980191505, 0.0007560363197692974, 10554000000, 
-0.0533598877235837, 0.02729894379360303, -0.0339642296982857, 0.026215333639042878, 0.0979795999907223, 0.2675591004813779, 0.02892174711132279, 0.0010096897642374212, 0.030592571248245142, 0.0009927957638623777, 10629000000, 
-0.038159285012555874, 0.009532947591993812, -0.03562272030135414, 0.026383881548710766, 0.09620119979398638, 0.2742573024578852, 0.03080854090180299, 0.0011627642558697173, 0.033965245849706185, 0.0012596940360288273, 10649000000, 
