e, e_dot, e_int, stamp, 
0.33219186753287444, 8.000728489165887e-06, 0.06643809344821044, 10005000000, 
0.33219186753287444, 6.002189732826994e-06, 0.06643825346278023, 10005000000, 
0.3321963140648942, 1.482177339917623e-05, 0.06643866994204288, 10073000000, 
0.3322030617639587, 3.73141036141833e-05, 0.06643941622411514, 10107000000, 
0.3322030617639587, 2.2492330215007073e-05, 0.06644016250618744, 10107000000, 
0.3322072780712437, 1.4054357616588575e-05, 0.06644089343994407, 10175000000, 
0.3312008802678827, -0.003340604986920015, 0.06637408134020567, 10209000000, 
0.33122215665400845, -0.003283738057450747, 0.06630868766620898, 10243000000, 
0.33091617865654793, -0.000949005371115863, 0.06622261437189594, 10277000000, 
0.330716547749319, -0.0016853630156314174, 0.06619032553732503, 10311000000, 
0.3266429980239476, -0.014243935442001162, 0.06588504829532098, 10345000000, 
0.32062464089862075, -0.033639689502327576, 0.06519894577812582, 10379000000, 
0.3153593519006115, -0.03761215374445367, 0.06417513272154532, 10413000000, 
0.30528949718043014, -0.05111714572730205, 0.06275156599864416, 10447000000, 
0.2974509907783392, -0.05969453707424096, 0.06120665599062538, 10481000000, 
0.29157615990278407, -0.045711124258820214, 0.05962110985743689, 10515000000, 
0.2805842074932538, -0.056222610950284656, 0.05797409054495848, 10549000000, 
0.26290904788047864, -0.09555704007435144, 0.055671294351767764, 10583000000, 
0.257706379900825, -0.07625942530809597, 0.05341330901830382, 10617000000, 
0.24692540550272452, -0.053278807925847084, 0.05116938888560187, 10651000000, 
0.23695198100349357, -0.06918132965777146, 0.04943891776046954, 10685000000, 
0.23365929007897185, -0.04422038474584222, 0.04783577843901266, 10719000000, 
0.230696035275119, -0.020853152427915227, 0.04675382042383896, 10753000000, 
0.22128746775525007, -0.041239407745739254, 0.04570951954062273, 10787000000, 
0.2128473104532245, -0.059495749406315024, 0.04432205423223957, 10821000000, 
0.20347454356049882, -0.05937641398250417, 0.04250728811793156, 10855000000, 
0.20128306341315108, -0.038547490133578055, 0.04117366116179163, 10889000000, 
