imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, odom_x, odom_y, stamp, 
-0.06059103532659832, 0.028253561015449572, -0.012118207065319665, -8.63794062950933e-15, 8.189778521721644e-07, -1.0547221279060273e-08, 6.000012794389021, 10.00000004856628, 6.000012794389021, 10.00000004856628, 46392000000, 
-0.054229986051143604, 0.007091431160068465, -0.02518631039790682, 9.045697797846201e-12, -0.000307751786016683, -2.9392836073925632e-08, 6.000014365574836, 10.000000048568012, 6.000012795144783, 10.000000048669758, 46417000000, 
-0.05476955974417104, -0.031978074335854006, -0.03579827404420794, -3.906712761531699e-09, -0.0011212813372620558, 3.4841503480929313e-06, 6.000018263646345, 10.000000048572009, 6.000012788733842, 10.000000048586388, 46462000000, 
-0.043717667500119635, -0.030713215796893043, -0.038757798481436824, -3.243670212988599e-08, -0.002137742384791712, 1.5173344721350235e-05, 6.000018976779945, 10.000000048555032, 6.000012771175361, 10.00000004854185, 46523000000, 
-0.07760199585048294, 0.026732290988306148, -0.05366539353043068, 4.4952763522270165e-08, -0.003520304282097866, -1.2769567605525657e-05, 6.000020367855463, 10.00000004864928, 6.000012764274078, 10.000000048611355, 46593000000, 
-0.037125263238364375, 0.01252163769035165, -0.04719028999921171, 7.497833774294357e-08, -0.0030030923052805553, -2.496704400697365e-05, 6.000035679061798, 10.000000048823972, 6.000012776625197, 10.000000048523347, 46624000000, 
-0.08833235454570648, -0.01683004042577282, -0.06317358883426352, -1.4496362155973867e-08, -0.0032623101306212344, 4.443588002227537e-06, 6.00005171934107, 10.000000048689266, 6.000012794634713, 10.000000048533307, 46661000000, 
0.42040789645048404, 0.1062309216155392, 0.12545747713775404, 2.874743250241977e-08, -0.0002169162576285185, -0.00013252779121632918, 5.9999607404401045, 10.000000049380745, 6.000012807418524, 10.000000048530021, 46666000000, 
-0.0281838515319955, 0.017609625995353984, 0.06562995735945037, -0.0007629550306372862, 0.009910649546290794, -0.07698335281392664, 6.000300410226522, 10.00000036515452, 6.000719645766584, 9.999999299033984, 46709000000, 
-0.03127119547589215, -0.1263498410309047, 0.029182012010930215, -0.015790028004111938, 0.04109698026906151, -0.3842138254619874, 6.0042163307209915, 9.999977585765789, 6.006378916821611, 9.99982308021178, 46830000000, 
